Time_min,Pressure_MPA,Temperature_C
10,5.346326531,109.1836735
10,5.45877551,109.1836735
10,5.57122449,109.1836735
10,5.683673469,109.1836735
10,5.796122449,109.1836735
10,5.908571429,109.1836735
10,6.021020408,109.1836735
10,6.133469388,109.1836735
10,6.245918367,109.1836735
10,6.358367347,109.1836735
10,6.470816327,109.1836735
10,6.583265306,109.1836735
10,6.695714286,109.1836735
10,6.808163265,109.1836735
10,6.920612245,109.1836735
10,7.033061224,109.1836735
10,7.145510204,109.1836735
10,7.257959184,109.1836735
10,7.370408163,109.1836735
10,7.482857143,109.1836735
10,7.595306122,109.1836735
10,7.707755102,109.1836735
10,7.820204082,109.1836735
10,7.932653061,109.1836735
10,8.045102041,109.1836735
10,8.15755102,109.1836735
10,8.27,109.1836735
10,2.76,110.2040816
10,2.87244898,110.2040816
10,2.984897959,110.2040816
10,3.097346939,110.2040816
10,3.209795918,110.2040816
10,3.322244898,110.2040816
10,3.434693878,110.2040816
10,3.547142857,110.2040816
10,3.659591837,110.2040816
10,3.772040816,110.2040816
10,3.884489796,110.2040816
10,3.996938776,110.2040816
10,4.109387755,110.2040816
10,4.221836735,110.2040816
10,4.334285714,110.2040816
10,4.446734694,110.2040816
10,4.559183673,110.2040816
10,4.671632653,110.2040816
10,4.784081633,110.2040816
10,4.896530612,110.2040816
10,5.008979592,110.2040816
10,5.121428571,110.2040816
10,5.233877551,110.2040816
10,5.346326531,110.2040816
10,5.45877551,110.2040816
10,5.57122449,110.2040816
10,5.683673469,110.2040816
10,5.796122449,110.2040816
10,5.908571429,110.2040816
10,6.021020408,110.2040816
10,6.133469388,110.2040816
10,6.245918367,110.2040816
10,6.358367347,110.2040816
10,6.470816327,110.2040816
10,6.583265306,110.2040816
10,6.695714286,110.2040816
10,6.808163265,110.2040816
10,6.920612245,110.2040816
10,7.033061224,110.2040816
10,7.145510204,110.2040816
10,7.257959184,110.2040816
10,7.370408163,110.2040816
10,7.482857143,110.2040816
10,7.595306122,110.2040816
10,7.707755102,110.2040816
10,7.820204082,110.2040816
10,7.932653061,110.2040816
10,8.045102041,110.2040816
10,8.15755102,110.2040816
10,8.27,110.2040816
10,2.76,111.2244898
10,2.87244898,111.2244898
10,2.984897959,111.2244898
10,3.097346939,111.2244898
10,3.209795918,111.2244898
10,3.322244898,111.2244898
10,3.434693878,111.2244898
10,3.547142857,111.2244898
10,3.659591837,111.2244898
10,3.772040816,111.2244898
10,3.884489796,111.2244898
10,3.996938776,111.2244898
10,4.109387755,111.2244898
10,4.221836735,111.2244898
10,4.334285714,111.2244898
10,4.446734694,111.2244898
10,4.559183673,111.2244898
10,4.671632653,111.2244898
10,4.784081633,111.2244898
10,4.896530612,111.2244898
10,5.008979592,111.2244898
10,5.121428571,111.2244898
10,5.233877551,111.2244898
10,5.346326531,111.2244898
10,5.45877551,111.2244898
10,5.57122449,111.2244898
10,5.683673469,111.2244898
10,5.796122449,111.2244898
10,5.908571429,111.2244898
10,6.021020408,111.2244898
10,6.133469388,111.2244898
10,6.245918367,111.2244898
10,6.358367347,111.2244898
10,6.470816327,111.2244898
10,6.583265306,111.2244898
10,6.695714286,111.2244898
10,6.808163265,111.2244898
10,6.920612245,111.2244898
10,7.033061224,111.2244898
10,7.145510204,111.2244898
10,7.257959184,111.2244898
10,7.370408163,111.2244898
10,7.482857143,111.2244898
10,7.595306122,111.2244898
10,7.707755102,111.2244898
10,7.820204082,111.2244898
10,7.932653061,111.2244898
10,8.045102041,111.2244898
10,8.15755102,111.2244898
10,8.27,111.2244898
10,2.76,112.244898
10,2.87244898,112.244898
10,2.984897959,112.244898
10,3.097346939,112.244898
10,3.209795918,112.244898
10,3.322244898,112.244898
10,3.434693878,112.244898
10,3.547142857,112.244898
10,3.659591837,112.244898
10,3.772040816,112.244898
10,3.884489796,112.244898
10,3.996938776,112.244898
10,4.109387755,112.244898
10,4.221836735,112.244898
10,4.334285714,112.244898
10,4.446734694,112.244898
10,4.559183673,112.244898
10,4.671632653,112.244898
10,4.784081633,112.244898
10,4.896530612,112.244898
10,5.008979592,112.244898
10,5.121428571,112.244898
10,5.233877551,112.244898
10,5.346326531,112.244898
10,5.45877551,112.244898
10,5.57122449,112.244898
10,5.683673469,112.244898
10,5.796122449,112.244898
10,5.908571429,112.244898
10,6.021020408,112.244898
10,6.133469388,112.244898
10,6.245918367,112.244898
10,6.358367347,112.244898
10,6.470816327,112.244898
10,6.583265306,112.244898
10,6.695714286,112.244898
10,6.808163265,112.244898
10,6.920612245,112.244898
10,7.033061224,112.244898
10,7.145510204,112.244898
10,7.257959184,112.244898
10,7.370408163,112.244898
10,7.482857143,112.244898
10,7.595306122,112.244898
10,7.707755102,112.244898
10,7.820204082,112.244898
10,7.932653061,112.244898
10,8.045102041,112.244898
10,8.15755102,112.244898
10,8.27,112.244898
10,2.76,113.2653061
10,2.87244898,113.2653061
10,2.984897959,113.2653061
10,3.097346939,113.2653061
10,3.209795918,113.2653061
10,3.322244898,113.2653061
10,3.434693878,113.2653061
10,3.547142857,113.2653061
10,3.659591837,113.2653061
10,3.772040816,113.2653061
10,3.884489796,113.2653061
10,3.996938776,113.2653061
10,4.109387755,113.2653061
10,4.221836735,113.2653061
10,4.334285714,113.2653061
10,4.446734694,113.2653061
10,4.559183673,113.2653061
10,4.671632653,113.2653061
10,4.784081633,113.2653061
10,4.896530612,113.2653061
10,5.008979592,113.2653061
10,5.121428571,113.2653061
10,5.233877551,113.2653061
10,5.346326531,113.2653061
10,5.45877551,113.2653061
10,5.57122449,113.2653061
10,5.683673469,113.2653061
10,5.796122449,113.2653061
10,5.908571429,113.2653061
10,6.021020408,113.2653061
10,6.133469388,113.2653061
10,6.245918367,113.2653061
10,6.358367347,113.2653061
10,6.470816327,113.2653061
10,6.583265306,113.2653061
10,6.695714286,113.2653061
10,6.808163265,113.2653061
10,6.920612245,113.2653061
10,7.033061224,113.2653061
10,7.145510204,113.2653061
10,7.257959184,113.2653061
10,7.370408163,113.2653061
10,7.482857143,113.2653061
10,7.595306122,113.2653061
10,7.707755102,113.2653061
10,7.820204082,113.2653061
10,7.932653061,113.2653061
10,8.045102041,113.2653061
10,8.15755102,113.2653061
10,8.27,113.2653061
10,2.76,114.2857143
10,2.87244898,114.2857143
10,2.984897959,114.2857143
10,3.097346939,114.2857143
10,3.209795918,114.2857143
10,3.322244898,114.2857143
10,3.434693878,114.2857143
10,3.547142857,114.2857143
10,3.659591837,114.2857143
10,3.772040816,114.2857143
10,3.884489796,114.2857143
10,3.996938776,114.2857143
10,4.109387755,114.2857143
10,4.221836735,114.2857143
10,4.334285714,114.2857143
10,4.446734694,114.2857143
10,4.559183673,114.2857143
10,4.671632653,114.2857143
10,4.784081633,114.2857143
10,4.896530612,114.2857143
10,5.008979592,114.2857143
10,5.121428571,114.2857143
10,5.233877551,114.2857143
10,5.346326531,114.2857143
10,5.45877551,114.2857143
10,5.57122449,114.2857143
10,5.683673469,114.2857143
10,5.796122449,114.2857143
10,5.908571429,114.2857143
10,6.021020408,114.2857143
10,6.133469388,114.2857143
10,6.245918367,114.2857143
10,6.358367347,114.2857143
10,6.470816327,114.2857143
10,6.583265306,114.2857143
10,6.695714286,114.2857143
10,6.808163265,114.2857143
10,6.920612245,114.2857143
10,7.033061224,114.2857143
10,7.145510204,114.2857143
10,7.257959184,114.2857143
10,7.370408163,114.2857143
10,7.482857143,114.2857143
10,7.595306122,114.2857143
10,7.707755102,114.2857143
10,7.820204082,114.2857143
10,7.932653061,114.2857143
10,8.045102041,114.2857143
10,8.15755102,114.2857143
10,8.27,114.2857143
10,2.76,115.3061224
10,2.87244898,115.3061224
10,2.984897959,115.3061224
10,3.097346939,115.3061224
10,3.209795918,115.3061224
10,3.322244898,115.3061224
10,3.434693878,115.3061224
10,3.547142857,115.3061224
10,3.659591837,115.3061224
10,3.772040816,115.3061224
10,3.884489796,115.3061224
10,3.996938776,115.3061224
10,4.109387755,115.3061224
10,4.221836735,115.3061224
10,4.334285714,115.3061224
10,4.446734694,115.3061224
10,4.559183673,115.3061224
10,4.671632653,115.3061224
10,4.784081633,115.3061224
10,4.896530612,115.3061224
10,5.008979592,115.3061224
10,5.121428571,115.3061224
10,5.233877551,115.3061224
10,5.346326531,115.3061224
10,5.45877551,115.3061224
10,5.57122449,115.3061224
10,5.683673469,115.3061224
10,5.796122449,115.3061224
10,5.908571429,115.3061224
10,6.021020408,115.3061224
10,6.133469388,115.3061224
10,6.245918367,115.3061224
10,6.358367347,115.3061224
10,6.470816327,115.3061224
10,6.583265306,115.3061224
10,6.695714286,115.3061224
10,6.808163265,115.3061224
10,6.920612245,115.3061224
10,7.033061224,115.3061224
10,7.145510204,115.3061224
10,7.257959184,115.3061224
10,7.370408163,115.3061224
10,7.482857143,115.3061224
10,7.595306122,115.3061224
10,7.707755102,115.3061224
10,7.820204082,115.3061224
10,7.932653061,115.3061224
10,8.045102041,115.3061224
10,8.15755102,115.3061224
10,8.27,115.3061224
10,2.76,116.3265306
10,2.87244898,116.3265306
10,2.984897959,116.3265306
10,3.097346939,116.3265306
10,3.209795918,116.3265306
10,3.322244898,116.3265306
10,3.434693878,116.3265306
10,3.547142857,116.3265306
10,3.659591837,116.3265306
10,3.772040816,116.3265306
10,3.884489796,116.3265306
10,3.996938776,116.3265306
10,4.109387755,116.3265306
10,4.221836735,116.3265306
10,4.334285714,116.3265306
10,4.446734694,116.3265306
10,4.559183673,116.3265306
10,4.671632653,116.3265306
10,4.784081633,116.3265306
10,4.896530612,116.3265306
10,5.008979592,116.3265306
10,5.121428571,116.3265306
10,5.233877551,116.3265306
10,5.346326531,116.3265306
10,5.45877551,116.3265306
10,5.57122449,116.3265306
10,5.683673469,116.3265306
10,5.796122449,116.3265306
10,5.908571429,116.3265306
10,6.021020408,116.3265306
10,6.133469388,116.3265306
10,6.245918367,116.3265306
10,6.358367347,116.3265306
10,6.470816327,116.3265306
10,6.583265306,116.3265306
10,6.695714286,116.3265306
10,6.808163265,116.3265306
10,6.920612245,116.3265306
10,7.033061224,116.3265306
10,7.145510204,116.3265306
10,7.257959184,116.3265306
10,7.370408163,116.3265306
10,7.482857143,116.3265306
10,7.595306122,116.3265306
10,7.707755102,116.3265306
10,7.820204082,116.3265306
10,7.932653061,116.3265306
10,8.045102041,116.3265306
10,8.15755102,116.3265306
10,8.27,116.3265306
10,2.76,117.3469388
10,2.87244898,117.3469388
10,2.984897959,117.3469388
10,3.097346939,117.3469388
10,3.209795918,117.3469388
10,3.322244898,117.3469388
10,3.434693878,117.3469388
10,3.547142857,117.3469388
10,3.659591837,117.3469388
10,3.772040816,117.3469388
10,3.884489796,117.3469388
10,3.996938776,117.3469388
10,4.109387755,117.3469388
10,4.221836735,117.3469388
10,4.334285714,117.3469388
10,4.446734694,117.3469388
10,4.559183673,117.3469388
10,4.671632653,117.3469388
10,4.784081633,117.3469388
10,4.896530612,117.3469388
10,5.008979592,117.3469388
10,5.121428571,117.3469388
10,5.233877551,117.3469388
10,5.346326531,117.3469388
10,5.45877551,117.3469388
10,5.57122449,117.3469388
10,5.683673469,117.3469388
10,5.796122449,117.3469388
10,5.908571429,117.3469388
10,6.021020408,117.3469388
10,6.133469388,117.3469388
10,6.245918367,117.3469388
10,6.358367347,117.3469388
10,6.470816327,117.3469388
10,6.583265306,117.3469388
10,6.695714286,117.3469388
10,6.808163265,117.3469388
10,6.920612245,117.3469388
10,7.033061224,117.3469388
10,7.145510204,117.3469388
10,7.257959184,117.3469388
10,7.370408163,117.3469388
10,7.482857143,117.3469388
10,7.595306122,117.3469388
10,7.707755102,117.3469388
10,7.820204082,117.3469388
10,7.932653061,117.3469388
10,8.045102041,117.3469388
10,8.15755102,117.3469388
10,8.27,117.3469388
10,2.76,118.3673469
10,2.87244898,118.3673469
10,2.984897959,118.3673469
10,3.097346939,118.3673469
10,3.209795918,118.3673469
10,3.322244898,118.3673469
10,3.434693878,118.3673469
10,3.547142857,118.3673469
10,3.659591837,118.3673469
10,3.772040816,118.3673469
10,3.884489796,118.3673469
10,3.996938776,118.3673469
10,4.109387755,118.3673469
10,4.221836735,118.3673469
10,4.334285714,118.3673469
10,4.446734694,118.3673469
10,4.559183673,118.3673469
10,4.671632653,118.3673469
10,4.784081633,118.3673469
10,4.896530612,118.3673469
10,5.008979592,118.3673469
10,5.121428571,118.3673469
10,5.233877551,118.3673469
10,5.346326531,118.3673469
10,5.45877551,118.3673469
10,5.57122449,118.3673469
10,5.683673469,118.3673469
10,5.796122449,118.3673469
10,5.908571429,118.3673469
10,6.021020408,118.3673469
10,6.133469388,118.3673469
10,6.245918367,118.3673469
10,6.358367347,118.3673469
10,6.470816327,118.3673469
10,6.583265306,118.3673469
10,6.695714286,118.3673469
10,6.808163265,118.3673469
10,6.920612245,118.3673469
10,7.033061224,118.3673469
10,7.145510204,118.3673469
10,7.257959184,118.3673469
10,7.370408163,118.3673469
10,7.482857143,118.3673469
10,7.595306122,118.3673469
10,7.707755102,118.3673469
10,7.820204082,118.3673469
10,7.932653061,118.3673469
10,8.045102041,118.3673469
10,8.15755102,118.3673469
10,8.27,118.3673469
10,2.76,119.3877551
10,2.87244898,119.3877551
10,2.984897959,119.3877551
10,3.097346939,119.3877551
10,3.209795918,119.3877551
10,3.322244898,119.3877551
10,3.434693878,119.3877551
10,3.547142857,119.3877551
10,3.659591837,119.3877551
10,3.772040816,119.3877551
10,3.884489796,119.3877551
10,3.996938776,119.3877551
10,4.109387755,119.3877551
10,4.221836735,119.3877551
10,4.334285714,119.3877551
10,4.446734694,119.3877551
10,4.559183673,119.3877551
10,4.671632653,119.3877551
10,4.784081633,119.3877551
10,4.896530612,119.3877551
10,5.008979592,119.3877551
10,5.121428571,119.3877551
10,5.233877551,119.3877551
10,5.346326531,119.3877551
10,5.45877551,119.3877551
10,5.57122449,119.3877551
10,5.683673469,119.3877551
10,5.796122449,119.3877551
10,5.908571429,119.3877551
10,6.021020408,119.3877551
10,6.133469388,119.3877551
10,6.245918367,119.3877551
10,6.358367347,119.3877551
10,6.470816327,119.3877551
10,6.583265306,119.3877551
10,6.695714286,119.3877551
10,6.808163265,119.3877551
10,6.920612245,119.3877551
10,7.033061224,119.3877551
10,7.145510204,119.3877551
10,7.257959184,119.3877551
10,7.370408163,119.3877551
10,7.482857143,119.3877551
10,7.595306122,119.3877551
10,7.707755102,119.3877551
10,7.820204082,119.3877551
10,7.932653061,119.3877551
10,8.045102041,119.3877551
10,8.15755102,119.3877551
10,8.27,119.3877551
10,2.76,120.4081633
10,2.87244898,120.4081633
10,2.984897959,120.4081633
10,3.097346939,120.4081633
10,3.209795918,120.4081633
10,3.322244898,120.4081633
10,3.434693878,120.4081633
10,3.547142857,120.4081633
10,3.659591837,120.4081633
10,3.772040816,120.4081633
10,3.884489796,120.4081633
10,3.996938776,120.4081633
10,4.109387755,120.4081633
10,4.221836735,120.4081633
10,4.334285714,120.4081633
10,4.446734694,120.4081633
10,4.559183673,120.4081633
10,4.671632653,120.4081633
10,4.784081633,120.4081633
10,4.896530612,120.4081633
10,5.008979592,120.4081633
10,5.121428571,120.4081633
10,5.233877551,120.4081633
10,5.346326531,120.4081633
10,5.45877551,120.4081633
10,5.57122449,120.4081633
10,5.683673469,120.4081633
10,5.796122449,120.4081633
10,5.908571429,120.4081633
10,6.021020408,120.4081633
10,6.133469388,120.4081633
10,6.245918367,120.4081633
10,6.358367347,120.4081633
10,6.470816327,120.4081633
10,6.583265306,120.4081633
10,6.695714286,120.4081633
10,6.808163265,120.4081633
10,6.920612245,120.4081633
10,7.033061224,120.4081633
10,7.145510204,120.4081633
10,7.257959184,120.4081633
10,7.370408163,120.4081633
10,7.482857143,120.4081633
10,7.595306122,120.4081633
10,7.707755102,120.4081633
10,7.820204082,120.4081633
10,7.932653061,120.4081633
10,8.045102041,120.4081633
10,8.15755102,120.4081633
10,8.27,120.4081633
10,2.76,121.4285714
10,2.87244898,121.4285714
10,2.984897959,121.4285714
10,3.097346939,121.4285714
10,3.209795918,121.4285714
10,3.322244898,121.4285714
10,3.434693878,121.4285714
10,3.547142857,121.4285714
10,3.659591837,121.4285714
10,3.772040816,121.4285714
10,3.884489796,121.4285714
10,3.996938776,121.4285714
10,4.109387755,121.4285714
10,4.221836735,121.4285714
10,4.334285714,121.4285714
10,4.446734694,121.4285714
10,4.559183673,121.4285714
10,4.671632653,121.4285714
10,4.784081633,121.4285714
10,4.896530612,121.4285714
10,5.008979592,121.4285714
10,5.121428571,121.4285714
10,5.233877551,121.4285714
10,5.346326531,121.4285714
10,5.45877551,121.4285714
10,5.57122449,121.4285714
10,5.683673469,121.4285714
10,5.796122449,121.4285714
10,5.908571429,121.4285714
10,6.021020408,121.4285714
10,6.133469388,121.4285714
10,6.245918367,121.4285714
10,6.358367347,121.4285714
10,6.470816327,121.4285714
10,6.583265306,121.4285714
10,6.695714286,121.4285714
10,6.808163265,121.4285714
10,6.920612245,121.4285714
10,7.033061224,121.4285714
10,7.145510204,121.4285714
10,7.257959184,121.4285714
10,7.370408163,121.4285714
10,7.482857143,121.4285714
10,7.595306122,121.4285714
10,7.707755102,121.4285714
10,7.820204082,121.4285714
10,7.932653061,121.4285714
10,8.045102041,121.4285714
10,8.15755102,121.4285714
10,8.27,121.4285714
10,2.76,122.4489796
10,2.87244898,122.4489796
10,2.984897959,122.4489796
10,3.097346939,122.4489796
10,3.209795918,122.4489796
10,3.322244898,122.4489796
10,3.434693878,122.4489796
10,3.547142857,122.4489796
10,3.659591837,122.4489796
10,3.772040816,122.4489796
10,3.884489796,122.4489796
10,3.996938776,122.4489796
10,4.109387755,122.4489796
10,4.221836735,122.4489796
10,4.334285714,122.4489796
10,4.446734694,122.4489796
10,4.559183673,122.4489796
10,4.671632653,122.4489796
10,4.784081633,122.4489796
10,4.896530612,122.4489796
10,5.008979592,122.4489796
10,5.121428571,122.4489796
10,5.233877551,122.4489796
10,5.346326531,122.4489796
10,5.45877551,122.4489796
10,5.57122449,122.4489796
10,5.683673469,122.4489796
10,5.796122449,122.4489796
10,5.908571429,122.4489796
10,6.021020408,122.4489796
10,6.133469388,122.4489796
10,6.245918367,122.4489796
10,6.358367347,122.4489796
10,6.470816327,122.4489796
10,6.583265306,122.4489796
10,6.695714286,122.4489796
10,6.808163265,122.4489796
10,6.920612245,122.4489796
10,7.033061224,122.4489796
10,7.145510204,122.4489796
10,7.257959184,122.4489796
10,7.370408163,122.4489796
10,7.482857143,122.4489796
10,7.595306122,122.4489796
10,7.707755102,122.4489796
10,7.820204082,122.4489796
10,7.932653061,122.4489796
10,8.045102041,122.4489796
10,8.15755102,122.4489796
10,8.27,122.4489796
10,2.76,123.4693878
10,2.87244898,123.4693878
10,2.984897959,123.4693878
10,3.097346939,123.4693878
10,3.209795918,123.4693878
10,3.322244898,123.4693878
10,3.434693878,123.4693878
10,3.547142857,123.4693878
10,3.659591837,123.4693878
10,3.772040816,123.4693878
10,3.884489796,123.4693878
10,3.996938776,123.4693878
10,4.109387755,123.4693878
10,4.221836735,123.4693878
10,4.334285714,123.4693878
10,4.446734694,123.4693878
10,4.559183673,123.4693878
10,4.671632653,123.4693878
10,4.784081633,123.4693878
10,4.896530612,123.4693878
10,5.008979592,123.4693878
10,5.121428571,123.4693878
10,5.233877551,123.4693878
10,5.346326531,123.4693878
10,5.45877551,123.4693878
10,5.57122449,123.4693878
10,5.683673469,123.4693878
10,5.796122449,123.4693878
10,5.908571429,123.4693878
10,6.021020408,123.4693878
